primates@394	6	500	0.012	b_385,b_413,b_396,b_64,b_341,b_229	test/BodyMass_kg_permulation.cfg
primates@406	1	500	0.002	b_64	test/BodyMass_kg_permulation.cfg
primates@408	16	500	0.032	b_130,b_221,b_245,b_5,b_381,b_225,b_384,b_243,b_62,b_250,b_295,b_290,b_424,b_336,b_229,b_445	test/BodyMass_kg_permulation.cfg
primates@413	5	500	0.01	b_231,b_19,b_222,b_359,b_59	test/BodyMass_kg_permulation.cfg
primates@423	1	500	0.002	b_336	test/BodyMass_kg_permulation.cfg
primates@427	11	500	0.022	b_231,b_225,b_62,b_19,b_222,b_300,b_334,b_475,b_362,b_94,b_424	test/BodyMass_kg_permulation.cfg
primates@444	11	500	0.022	b_231,b_225,b_62,b_19,b_222,b_300,b_334,b_475,b_362,b_94,b_424	test/BodyMass_kg_permulation.cfg
primates@450	1	500	0.002	b_408	test/BodyMass_kg_permulation.cfg
primates@453	6	500	0.012	b_221,b_382,b_225,b_46,b_254,b_315	test/BodyMass_kg_permulation.cfg
primates@454	1	500	0.002	b_396	test/BodyMass_kg_permulation.cfg
primates@467	4	500	0.008	b_221,b_225,b_250,b_445	test/BodyMass_kg_permulation.cfg
primates@472	0	500	0.0		test/BodyMass_kg_permulation.cfg
primates@481	4	500	0.008	b_381,b_225,b_250,b_295	test/BodyMass_kg_permulation.cfg
primates@486	6	500	0.012	b_382,b_225,b_295,b_46,b_292,b_463	test/BodyMass_kg_permulation.cfg
primates@487	0	500	0.0		test/BodyMass_kg_permulation.cfg
primates@495	1	500	0.002	b_408	test/BodyMass_kg_permulation.cfg
primates@521	0	500	0.0		test/BodyMass_kg_permulation.cfg
primates@535	0	500	0.0		test/BodyMass_kg_permulation.cfg
primates@546	5	500	0.01	b_357,b_243,b_373,b_415,b_64	test/BodyMass_kg_permulation.cfg
primates@550	7	500	0.014	b_231,b_142,b_225,b_19,b_222,b_453,b_59	test/BodyMass_kg_permulation.cfg
